['redirect', 'seo', 50.0]
['ratchet', 'php', 25.0]
['event-loop', 'php', 25.0]
['reactphp', 'php', 25.0]
['php', 'jquery-mobile', 25.0]
['jquery', 'jquery-mobile', 25.0]
['html', 'jquery-mobile', 25.0]
['jquery-mobile', 'php', 25.0]
['jquery-mobile', 'jquery', 25.0]
['jquery-mobile', 'html', 25.0]
['java', 'apache-camel', 25.0]
['java', 'cxf', 25.0]
['apache-camel', 'java', 25.0]
['cxf', 'java', 25.0]
['vb.net', 'cmd', 25.0]
['batch-file', 'cmd', 25.0]
['cmd', 'vb.net', 25.0]
['cmd', 'batch-file', 25.0]
['pandas', 'opencv', 25.0]
['opencv', 'pandas', 25.0]
['django', 'multi-tenant', 25.0]
['django', 'python-social-auth', 25.0]
['multi-tenant', 'django', 25.0]
['python-social-auth', 'django', 25.0]
['sql', 'sql-server', 16.667]
['sql-server', 'sql', 16.667]
['node.js', 'automation', 16.667]
['node.js', 'webdriver-io', 16.667]
['node.js', 'browsermob-proxy', 16.667]
['automation', 'node.js', 16.667]
['webdriver-io', 'node.js', 16.667]
['browsermob-proxy', 'node.js', 16.667]
['node.js', 'postgresql', 16.667]
['node.js', 'express', 16.667]
['node.js', 'knex.js', 16.667]
['postgresql', 'node.js', 16.667]
['express', 'node.js', 16.667]
['knex.js', 'node.js', 16.667]
['sql', 'ms-access', 16.667]
['sql', 'having', 16.667]
['ms-access', 'sql', 16.667]
['having', 'sql', 16.667]
['node.js', 'ionic-framework', 16.667]
['node.js', 'heroku', 16.667]
['node.js', 'npm', 16.667]
['node.js', 'npm-install', 16.667]
['ionic-framework', 'node.js', 16.667]
['heroku', 'node.js', 16.667]
['npm', 'node.js', 16.667]
['npm-install', 'node.js', 16.667]
['sql', 'sql-server-2008', 16.667]
['sql-server-2008', 'sql', 16.667]
['php', 'jquery', 12.5]
['php', 'html', 12.5]
['jquery', 'php', 12.5]
['jquery', 'html', 12.5]
['html', 'php', 12.5]
['html', 'jquery', 12.5]
['vb.net', 'batch-file', 12.5]
['batch-file', 'vb.net', 12.5]
['javascript', 'math', 8.333]
['javascript', 'colors', 8.333]
['javascript', 'html5-canvas', 8.333]
['math', 'javascript', 8.333]
['colors', 'javascript', 8.333]
['html5-canvas', 'javascript', 8.333]
['javascript', 'postgresql', 8.333]
['javascript', 'express', 8.333]
['javascript', 'knex.js', 8.333]
['postgresql', 'javascript', 8.333]
['express', 'javascript', 8.333]
['knex.js', 'javascript', 8.333]
['javascript', 'jquery-mobile', 8.333]
['jquery-mobile', 'javascript', 8.333]
['javascript', 'image-processing', 8.333]
['image-processing', 'javascript', 8.333]
['python', 'list', 7.143]
['python', 'multidimensional-array', 7.143]
['list', 'python', 7.143]
['multidimensional-array', 'python', 7.143]
['python', 'testing', 7.143]
['python', 'pip', 7.143]
['testing', 'python', 7.143]
['pip', 'python', 7.143]
['python', 'scrapy', 7.143]
['scrapy', 'python', 7.143]
['python', 'pandas', 7.143]
['pandas', 'python', 7.143]
['python', 'sdl-2', 7.143]
['python', 'pysdl2', 7.143]
['sdl-2', 'python', 7.143]
['pysdl2', 'python', 7.143]
['python', 'opencv', 7.143]
['opencv', 'python', 7.143]
['python', 'selenium', 7.143]
['python', 'selenium-webdriver', 7.143]
['selenium', 'python', 7.143]
['selenium-webdriver', 'python', 7.143]
['javascript', 'php', 4.167]
['javascript', 'jquery', 4.167]
['javascript', 'html', 4.167]
['php', 'javascript', 4.167]
['jquery', 'javascript', 4.167]
['html', 'javascript', 4.167]
['python', 'python-3.x', 3.571]
['python-3.x', 'python', 3.571]
['javascript', 'node.js', 2.778]
['node.js', 'javascript', 2.778]
